1	0.781694769859314
2	0.6278266310691833
3	0.649024486541748
4	0.809660017490387
5	0.718972384929657
6	0.6283942461013794
7	0.768462598323822
8	0.7229832410812378
9	0.7350600361824036
10	0.7035636901855469
11	0.7237246036529541
12	0.711743950843811
13	0.7285851240158081
14	0.6834372878074646
15	0.714695155620575
16	0.6873072385787964
17	0.7011131644248962
18	0.6287683248519897
19	0.6770135164260864
20	0.6668999195098877
21	0.6349842548370361
22	0.6867969632148743
23	0.695724368095398
24	0.697956919670105
25	0.7452324032783508
26	0.6769334673881531
27	0.6851585507392883
28	0.6649703979492188
29	0.669267475605011
30	0.6298604607582092
31	0.6928176283836365
32	0.705024003982544
33	0.6678736209869385
34	0.705237627029419
35	0.6904241442680359
36	0.7078969478607178
37	0.6607024669647217
38	0.6969081163406372
39	0.6470775008201599
