1	0.5530806183815002
2	0.6833480596542358
3	0.7658578157424927
4	0.7275227308273315
5	0.7949895262718201
6	0.7498284578323364
7	0.6929317712783813
8	0.7075833678245544
9	0.6946213245391846
10	0.7708043456077576
11	0.642568051815033
12	0.7287095189094543
13	0.6738929152488708
14	0.6952831745147705
15	0.6508044600486755
16	0.694806694984436
17	0.6531872749328613
18	0.7209987044334412
19	0.7320918440818787
20	0.7306126356124878
21	0.719630777835846
22	0.6403456330299377
23	0.7004304528236389
24	0.6465299725532532
25	0.6956146955490112
26	0.6994902491569519
27	0.6822208166122437
28	0.6823102831840515
29	0.6600848436355591
30	0.7467131614685059
31	0.7060876488685608
32	0.7180250287055969
33	0.7450602054595947
34	0.6618824601173401
35	0.6554070115089417
36	0.662184476852417
37	0.7151358127593994
38	0.6515950560569763
39	0.6480487585067749
